AbsRel,LPIPS,PSNR,batch,config,run,s_per_gen,sharp,task,view
0.1163148358464241,0.1683049350976944,20.362356185913086,8,S3,precise_6a_renoise,5.826395549272236,0.009276854805648327,apple,left
3.978149652481079,0.13858282566070557,19.18754768371582,8,S3,precise_6a_renoise,5.826395549272236,0.01107033621519804,apple,right
0.13908448815345764,0.15351729094982147,18.97799301147461,9,S3,precise_6a_renoise,5.826395549272236,0.016073936596512794,apple,left
1.4914101362228394,0.12736132740974426,20.992664337158203,9,S3,precise_6a_renoise,5.826395549272236,0.010202368721365929,apple,right
0.22034946084022522,0.19658581912517548,20.144908905029297,0,S1,precise_6a_renoise,5.0262157917022705,0.006865040864795446,apple,left
0.28730711340904236,0.18418298661708832,18.310781478881836,0,S1,precise_6a_renoise,5.0262157917022705,0.01607447862625122,apple,right
0.23021292686462402,0.22658436000347137,20.09659194946289,1,S1,precise_6a_renoise,5.0262157917022705,0.007287845015525818,apple,left
0.21985013782978058,0.16570989787578583,21.025726318359375,1,S1,precise_6a_renoise,5.0262157917022705,0.007203081157058477,apple,right
0.2622644007205963,0.24678032100200653,18.94028091430664,2,S1,precise_6a_renoise,5.0262157917022705,0.007678568363189697,apple,left
0.20566466450691223,0.16993077099323273,19.754728317260742,2,S1,precise_6a_renoise,5.0262157917022705,0.009999044239521027,apple,right
0.1868952363729477,0.21661023795604706,19.153202056884766,3,S1,precise_6a_renoise,5.0262157917022705,0.008436045609414577,apple,left
0.27882882952690125,0.22048237919807434,22.109031677246094,3,S1,precise_6a_renoise,5.0262157917022705,0.0056092082522809505,apple,right
0.16985711455345154,0.15300212800502777,19.738866806030273,4,S1,precise_6a_renoise,5.0262157917022705,0.009881625883281231,apple,left
0.1389860361814499,0.18353447318077087,20.376081466674805,4,S1,precise_6a_renoise,5.0262157917022705,0.0074376328848302364,apple,right
0.09837309271097183,0.164470836520195,21.888208389282227,5,S1,precise_6a_renoise,5.0262157917022705,0.007789150811731815,apple,left
0.3535653054714203,0.15616770088672638,22.334325790405273,5,S1,precise_6a_renoise,5.0262157917022705,0.007697761058807373,apple,right
0.24437712132930756,0.1975669413805008,19.763046264648438,6,S1,precise_6a_renoise,5.0262157917022705,0.005126367788761854,apple,left
0.33258920907974243,0.15677423775196075,19.808547973632812,6,S1,precise_6a_renoise,5.0262157917022705,0.01231541857123375,apple,right
0.11195048689842224,0.15264511108398438,20.689414978027344,7,S1,precise_6a_renoise,5.0262157917022705,0.006364736240357161,apple,left
0.16126607358455658,0.1749633103609085,20.31816291809082,7,S1,precise_6a_renoise,5.0262157917022705,0.016217155382037163,apple,right
